offer_accepted,mailer_type,average_balance,household_size,credit_cards_held,bank_accounts_open,own_your_home,homes_owned,income_level,credit_rating,profiles
No,Letter,1230.75,3,2,2,Yes,1,High,Low,"Non classifiable"
No,Letter,308.75,4,4,1,No,1,Medium,High,"Non classifiable"
No,Letter,926.50,4,1,1,No,1,High,Low,"Non classifiable"
No,Postcard,955.50,4,1,2,Yes,1,Low,High,"Non classifiable"
No,Postcard,713.75,3,1,2,Yes,1,High,Low,"Non classifiable"
No,Letter,969.00,3,1,2,No,2,High,Low,"Non classifiable"
No,Postcard,157.00,4,2,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,942.25,1,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,822.25,3,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1357.50,5,2,1,Yes,2,Low,High,"Non classifiable"
No,Postcard,1162.00,3,1,2,No,1,High,Low,"Non classifiable"
No,Postcard,1083.25,6,2,2,Yes,1,Low,High,"Non classifiable"
No,Postcard,928.50,3,1,2,Yes,2,Low,High,"Non classifiable"
No,Letter,1208.25,5,2,1,No,1,Low,High,"Non classifiable"
No,Letter,1097.25,3,1,1,Yes,2,Low,High,"Non classifiable"
No,Letter,269.25,1,1,1,Yes,1,Medium,High,"Non classifiable"
Yes,Postcard,1056.75,4,4,1,No,2,High,Low,"Non classifiable"
No,Letter,1488.00,5,3,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,729.25,4,4,1,No,1,Low,High,"Non classifiable"
No,Postcard,1079.00,3,1,2,Yes,1,High,Low,"Non classifiable"
No,Letter,1036.75,4,2,1,No,1,Low,High,"Non classifiable"
No,Letter,1019.50,5,2,2,Yes,1,High,Low,"Non classifiable"
No,Postcard,275.00,3,2,1,Yes,1,Medium,High,"Non classifiable"
No,Letter,1082.25,5,1,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,321.50,3,2,2,No,1,Medium,High,"Non classifiable"
No,Postcard,1160.75,3,3,1,Yes,2,Low,High,"Non classifiable"
No,Postcard,826.75,4,2,2,No,1,High,Low,"Non classifiable"
No,Letter,1140.50,3,2,1,No,1,Low,High,"Non classifiable"
No,Postcard,1187.00,2,4,1,Yes,1,Low,High,"Non classifiable"
No,Letter,957.00,3,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1105.25,6,4,2,No,1,High,Low,"Non classifiable"
No,Postcard,793.75,4,2,3,No,1,High,Low,"Non classifiable"
No,Postcard,1207.75,4,3,1,Yes,1,Low,High,"Non classifiable"
No,Letter,201.00,3,2,1,Yes,1,Medium,High,"Non classifiable"
No,Letter,1129.25,1,2,1,Yes,2,Low,High,"Non classifiable"
No,Postcard,878.25,4,2,2,No,1,High,Low,"Non classifiable"
No,Postcard,949.50,3,2,1,No,1,Low,High,"Non classifiable"
No,Letter,142.50,3,2,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,999.50,3,1,2,No,1,High,Low,"Non classifiable"
No,Postcard,1131.25,4,2,1,Yes,2,Low,High,"Non classifiable"
No,Postcard,976.75,4,2,2,No,1,Low,High,"Non classifiable"
No,Letter,738.25,3,4,2,Yes,1,Low,High,"Non classifiable"
No,Letter,1307.25,4,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1044.50,3,2,1,No,1,Low,High,"Non classifiable"
No,Postcard,727.00,4,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,769.00,4,3,3,Yes,1,High,Low,"Non classifiable"
No,Letter,290.75,4,2,1,No,1,Medium,High,"Non classifiable"
No,Letter,1080.75,3,3,2,Yes,1,Low,High,"Non classifiable"
No,Letter,1087.00,2,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1298.25,3,1,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1177.00,6,2,1,No,1,Low,High,"Non classifiable"
No,Postcard,703.25,4,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1127.00,5,1,1,No,1,High,Low,"Non classifiable"
No,Letter,1221.00,3,2,1,Yes,2,Low,High,"Non classifiable"
No,Postcard,1213.00,4,2,1,Yes,2,Low,High,"Non classifiable"
No,Postcard,1056.50,3,3,1,No,1,Low,High,"Non classifiable"
No,Postcard,769.75,5,2,1,No,1,Low,High,"Non classifiable"
No,Postcard,1099.75,4,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,193.50,6,1,1,No,1,Medium,High,"Non classifiable"
No,Letter,1234.75,2,1,1,No,1,High,Low,"Non classifiable"
No,Letter,947.50,3,3,1,No,1,Low,High,"Non classifiable"
No,Postcard,1134.00,5,2,1,Yes,2,Low,High,"Non classifiable"
No,Letter,104.50,5,2,1,No,1,Medium,High,"Non classifiable"
No,Letter,1121.50,2,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1219.25,2,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,778.00,3,2,1,No,1,High,Low,"Non classifiable"
No,Postcard,854.25,3,1,1,No,1,Low,High,"Non classifiable"
No,Letter,749.00,5,3,2,Yes,1,Low,High,"Non classifiable"
No,Postcard,210.00,4,1,1,No,1,Medium,High,"Non classifiable"
Yes,Postcard,1033.75,1,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1027.75,3,2,1,No,1,High,Low,"Non classifiable"
No,Letter,309.50,3,2,2,Yes,1,Medium,High,"Non classifiable"
Yes,Postcard,834.50,4,1,1,Yes,1,High,Low,"Non classifiable"
No,Letter,2336.75,5,2,1,No,1,Medium,Low,"Non classifiable"
No,Letter,937.00,2,1,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1224.75,3,3,1,No,2,High,Low,"Non classifiable"
No,Letter,1204.75,2,3,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1073.75,4,3,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1283.25,3,1,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1037.25,4,1,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,959.00,3,3,1,No,2,High,Low,"Non classifiable"
No,Postcard,227.00,4,1,1,Yes,1,Medium,High,"Non classifiable"
No,Letter,811.00,2,3,2,Yes,1,Low,High,"Non classifiable"
No,Postcard,1096.25,3,3,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1095.75,4,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,1256.50,3,1,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1221.75,5,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,751.75,4,2,1,Yes,2,Low,High,"Non classifiable"
No,Letter,375.75,3,3,1,No,1,Medium,High,"Non classifiable"
No,Letter,882.50,5,2,1,No,2,High,Low,"Non classifiable"
No,Letter,727.50,4,1,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1078.50,2,1,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1534.75,2,1,1,No,2,High,Low,"Non classifiable"
No,Postcard,1126.00,3,3,1,No,2,Low,High,"Non classifiable"
No,Postcard,1713.25,3,1,2,Yes,1,Medium,Low,"Non classifiable"
No,Postcard,1313.00,5,1,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1306.75,4,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,789.75,2,1,1,No,1,Low,High,"Non classifiable"
No,Postcard,1025.00,6,2,1,No,1,Low,High,"Non classifiable"
No,Letter,1041.00,3,3,1,Yes,1,High,Low,"Non classifiable"
No,Letter,159.25,2,3,1,Yes,1,Medium,High,"Non classifiable"
Yes,Letter,867.00,4,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1367.50,4,1,1,Yes,2,Low,High,"Non classifiable"
No,Letter,723.25,5,3,1,No,1,High,Low,"Non classifiable"
No,Letter,1153.50,4,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1110.00,4,1,1,No,2,High,Low,"Non classifiable"
No,Postcard,1733.75,4,1,1,No,1,Medium,Low,"Non classifiable"
No,Postcard,1292.50,3,1,2,Yes,1,Low,High,"Non classifiable"
No,Letter,1012.75,2,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1078.25,3,2,2,Yes,1,High,Low,"Non classifiable"
No,Letter,233.25,4,2,2,Yes,1,Medium,High,"Non classifiable"
No,Postcard,1071.00,2,1,1,Yes,1,High,Low,"Non classifiable"
No,Letter,686.25,2,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1052.50,3,1,1,Yes,1,High,Low,"Non classifiable"
Yes,Letter,1295.50,4,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1128.25,1,1,1,No,1,Low,High,"Non classifiable"
No,Letter,1249.25,4,3,1,Yes,1,High,Low,"Non classifiable"
No,Letter,175.00,2,2,1,Yes,1,Medium,High,"Non classifiable"
No,Letter,1354.75,3,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,947.25,6,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,952.75,3,2,1,No,1,High,Low,"Non classifiable"
No,Postcard,184.50,3,1,1,No,1,High,Medium,"Non classifiable"
No,Postcard,875.00,3,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1097.00,3,1,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1115.50,5,1,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1272.75,2,1,1,No,1,High,Low,"Non classifiable"
No,Postcard,1184.50,3,2,2,Yes,1,Low,High,"Non classifiable"
No,Postcard,340.75,3,3,2,No,1,Medium,High,"Non classifiable"
No,Letter,248.00,3,1,1,No,2,Medium,High,"Non classifiable"
No,Postcard,1324.25,4,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,119.00,4,1,2,No,1,High,Medium,"Non classifiable"
No,Postcard,1279.75,3,1,1,Yes,2,Low,High,"Non classifiable"
No,Letter,1077.75,6,2,1,Yes,2,Low,High,"Non classifiable"
No,Postcard,206.00,4,2,1,No,1,Medium,High,"Non classifiable"
No,Postcard,1040.50,3,3,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,922.50,4,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,127.75,6,2,1,No,2,Medium,High,"Non classifiable"
No,Letter,1382.00,3,2,2,Yes,1,High,Low,"Non classifiable"
No,Postcard,947.50,2,1,3,No,1,Low,High,"Non classifiable"
No,Postcard,824.75,4,2,1,No,2,Low,High,"Non classifiable"
No,Letter,793.75,2,2,2,Yes,1,Low,High,"Non classifiable"
No,Letter,1151.50,3,2,1,Yes,2,High,Low,"Non classifiable"
No,Postcard,273.00,6,2,1,Yes,1,Medium,High,"Non classifiable"
No,Letter,1013.00,3,1,2,Yes,1,Low,High,"Non classifiable"
No,Postcard,1005.75,5,1,1,Yes,2,High,Low,"Non classifiable"
No,Letter,322.50,4,1,1,Yes,2,Medium,High,"Non classifiable"
No,Letter,146.00,5,2,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,645.50,2,1,1,Yes,2,High,Low,"Non classifiable"
No,Letter,970.75,3,3,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,767.50,4,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,948.75,3,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1032.00,4,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,145.25,5,3,2,Yes,1,Medium,High,"Non classifiable"
No,Letter,308.50,4,2,1,No,1,Medium,High,"Non classifiable"
No,Letter,295.00,4,3,1,Yes,1,Medium,High,"Non classifiable"
No,Letter,354.75,4,2,1,Yes,1,Medium,High,"Non classifiable"
No,Letter,1049.00,4,3,1,Yes,1,High,Low,"Non classifiable"
No,Letter,359.25,5,3,1,Yes,1,High,Medium,"Non classifiable"
No,Letter,939.75,3,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,901.00,4,1,2,Yes,1,High,Low,"Non classifiable"
No,Postcard,928.50,4,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,684.25,4,2,2,Yes,1,High,Low,"Non classifiable"
No,Letter,1225.50,3,2,1,Yes,2,High,Low,"Non classifiable"
No,Letter,1157.00,3,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,759.00,5,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,1814.50,3,2,1,Yes,2,Medium,Low,"Non classifiable"
No,Postcard,873.25,5,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,281.25,4,2,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,1002.25,2,2,1,Yes,2,High,Low,"Non classifiable"
Yes,Postcard,1108.75,6,2,1,Yes,2,High,Low,"Non classifiable"
No,Postcard,1223.75,4,3,1,No,1,High,Low,"Non classifiable"
No,Letter,1065.50,5,3,1,Yes,1,High,Low,"Non classifiable"
Yes,Postcard,1274.00,3,2,1,No,1,High,Low,"Non classifiable"
No,Postcard,1409.50,2,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1010.75,4,1,2,Yes,1,High,Low,"Non classifiable"
No,Postcard,687.50,5,1,1,Yes,2,High,Low,"Non classifiable"
No,Letter,186.25,3,3,1,No,1,High,Medium,"Non classifiable"
No,Letter,1006.00,3,1,1,No,2,Low,High,"Non classifiable"
No,Letter,970.50,5,1,1,Yes,3,Low,High,"Non classifiable"
No,Postcard,860.75,2,2,2,No,1,High,Low,"Non classifiable"
No,Letter,752.25,3,3,2,No,1,Low,High,"Non classifiable"
No,Postcard,1066.75,3,2,1,Yes,2,Low,High,"Non classifiable"
No,Letter,1253.00,4,1,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,888.50,2,1,1,Yes,1,High,Low,"Non classifiable"
No,Letter,1330.25,4,2,1,No,1,Low,High,"Non classifiable"
No,Postcard,802.75,4,2,2,No,1,Low,High,"Non classifiable"
No,Postcard,606.50,4,2,1,No,1,High,Low,"Non classifiable"
No,Postcard,779.00,3,2,1,Yes,1,High,Low,"Non classifiable"
Yes,Postcard,1277.25,4,3,1,No,1,High,Low,"Non classifiable"
No,Letter,1730.50,2,1,1,No,1,Medium,Low,"Non classifiable"
No,Postcard,968.25,4,2,1,No,1,Low,High,"Non classifiable"
No,Letter,700.25,3,1,1,No,1,High,Low,"Non classifiable"
No,Postcard,1161.50,2,1,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1004.00,4,2,2,Yes,2,High,Low,"Non classifiable"
No,Letter,1137.25,4,2,2,No,1,High,Low,"Non classifiable"
No,Letter,642.50,5,2,1,Yes,2,High,Low,"Non classifiable"
No,Postcard,1056.50,3,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1081.00,2,1,2,Yes,2,Low,High,"Non classifiable"
No,Letter,970.25,4,1,1,No,1,Low,High,"Non classifiable"
No,Postcard,1011.75,3,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1197.75,2,3,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,228.75,4,2,1,Yes,1,High,Medium,"Non classifiable"
No,Letter,245.75,3,1,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,960.50,3,2,2,Yes,1,High,Low,"Non classifiable"
No,Letter,1146.00,1,3,2,Yes,1,High,Low,"Non classifiable"
No,Letter,902.75,3,3,1,No,1,Low,High,"Non classifiable"
No,Letter,1185.25,6,2,1,No,1,High,Low,"Non classifiable"
No,Letter,779.25,4,2,1,No,1,Low,High,"Non classifiable"
No,Letter,1118.00,3,2,2,No,3,High,Low,"Non classifiable"
No,Letter,876.00,6,2,1,No,2,Low,High,"Non classifiable"
No,Letter,362.25,2,2,2,No,1,Medium,High,"Non classifiable"
No,Letter,1136.25,2,3,1,Yes,2,High,Low,"Non classifiable"
No,Postcard,935.75,3,3,1,No,1,Low,High,"Non classifiable"
No,Postcard,731.00,3,1,2,No,1,High,Low,"Non classifiable"
No,Letter,1030.00,4,2,2,Yes,1,High,Low,"Non classifiable"
No,Letter,659.00,3,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,963.00,3,2,1,Yes,2,Low,High,"Non classifiable"
No,Postcard,975.25,3,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1172.25,4,2,1,No,1,Low,High,"Non classifiable"
Yes,Letter,1193.00,3,2,1,Yes,2,High,Low,"Non classifiable"
No,Postcard,1337.75,4,1,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1342.25,3,1,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1345.25,5,4,2,Yes,2,High,Low,"Non classifiable"
No,Postcard,273.50,4,2,1,Yes,1,High,Medium,"Non classifiable"
Yes,Letter,1203.00,5,2,2,Yes,1,Low,High,"Non classifiable"
Yes,Postcard,985.00,4,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,704.25,2,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1039.50,2,2,2,Yes,1,Low,High,"Non classifiable"
No,Letter,1355.25,4,1,1,No,1,High,Low,"Non classifiable"
No,Letter,293.75,3,2,1,No,1,High,Medium,"Non classifiable"
No,Postcard,1092.00,3,2,2,Yes,1,Low,High,"Non classifiable"
No,Postcard,1746.25,5,2,2,Yes,1,Medium,Low,"Non classifiable"
No,Postcard,1019.00,4,2,2,Yes,1,High,Low,"Non classifiable"
No,Letter,958.00,3,2,2,Yes,3,Low,High,"Non classifiable"
No,Letter,374.00,4,3,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,764.50,5,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,1053.50,3,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,1212.75,3,3,1,Yes,1,Low,High,"Non classifiable"
No,Letter,747.25,3,4,1,Yes,1,High,Low,"Non classifiable"
No,Letter,1188.25,3,3,2,Yes,1,Low,High,"Non classifiable"
No,Postcard,178.50,2,2,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,956.50,3,2,2,No,1,Low,High,"Non classifiable"
No,Letter,997.00,3,2,2,Yes,2,Low,High,"Non classifiable"
No,Letter,950.75,3,3,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,287.25,4,3,2,Yes,2,Medium,High,"Non classifiable"
No,Postcard,1058.25,5,3,1,No,1,High,Low,"Non classifiable"
No,Postcard,1027.50,4,2,2,Yes,1,Low,High,"Non classifiable"
No,Letter,1286.50,3,3,1,No,1,Low,High,"Non classifiable"
No,Letter,1504.75,4,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,936.00,5,3,1,Yes,2,Low,High,"Non classifiable"
No,Postcard,1150.25,5,2,1,No,1,High,Low,"Non classifiable"
No,Letter,866.75,4,1,2,Yes,1,Low,High,"Non classifiable"
No,Letter,944.25,5,1,3,Yes,1,High,Low,"Non classifiable"
No,Letter,238.75,6,1,1,No,1,Medium,High,"Non classifiable"
No,Letter,1139.50,4,2,2,Yes,1,High,Low,"Non classifiable"
No,Postcard,738.25,5,2,2,Yes,1,Low,High,"Non classifiable"
No,Postcard,1265.00,4,2,2,Yes,1,Low,High,"Non classifiable"
No,Letter,887.75,2,3,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,966.50,6,3,2,No,1,High,Low,"Non classifiable"
No,Letter,1101.00,2,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,908.50,6,2,2,Yes,1,Low,High,"Non classifiable"
No,Postcard,940.00,4,1,1,Yes,1,Low,High,"Non classifiable"
No,Letter,231.25,6,1,2,Yes,1,Medium,High,"Non classifiable"
Yes,Postcard,832.50,3,3,2,Yes,1,High,Low,"Non classifiable"
No,Postcard,1167.50,4,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1061.50,3,2,1,No,2,High,Low,"Non classifiable"
No,Postcard,232.00,3,1,1,Yes,1,High,Medium,"Non classifiable"
No,Letter,148.50,5,1,1,Yes,1,Medium,High,"Non classifiable"
No,Letter,255.50,3,1,1,Yes,1,High,Medium,"Non classifiable"
No,Letter,218.75,4,2,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,990.75,4,1,3,No,1,High,Low,"Non classifiable"
No,Letter,925.75,3,2,1,No,1,Low,High,"Non classifiable"
No,Postcard,772.75,3,1,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1025.75,5,3,1,No,1,High,Low,"Non classifiable"
No,Postcard,1200.25,4,2,1,No,1,Low,High,"Non classifiable"
No,Postcard,1237.75,2,2,1,Yes,2,Low,High,"Non classifiable"
No,Postcard,269.50,4,2,2,Yes,2,High,Medium,"Non classifiable"
No,Postcard,996.50,4,1,2,No,2,High,Low,"Non classifiable"
No,Postcard,1153.75,3,2,2,Yes,1,High,Low,"Non classifiable"
No,Letter,1177.00,4,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1150.00,3,1,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1043.00,3,1,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1117.25,2,4,1,No,1,High,Low,"Non classifiable"
No,Letter,1190.75,4,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,812.75,3,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1328.25,5,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,740.50,4,1,2,Yes,2,Low,High,"Non classifiable"
No,Letter,725.75,3,1,1,No,1,Low,High,"Non classifiable"
No,Letter,1319.25,3,1,1,Yes,2,High,Low,"Non classifiable"
No,Postcard,361.75,2,2,1,Yes,1,High,Medium,"Non classifiable"
No,Postcard,939.75,5,1,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1042.75,3,1,2,Yes,1,Low,High,"Non classifiable"
No,Postcard,1087.75,5,1,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,176.25,4,2,1,Yes,2,High,Medium,"Non classifiable"
No,Postcard,754.75,4,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,1253.75,4,3,1,No,2,Low,High,"Non classifiable"
No,Letter,652.00,4,3,2,No,1,Low,High,"Non classifiable"
No,Postcard,678.75,4,1,1,Yes,1,High,Low,"Non classifiable"
No,Letter,907.50,4,3,1,Yes,1,Low,High,"Non classifiable"
No,Letter,379.75,2,1,2,No,1,Medium,High,"Non classifiable"
No,Letter,932.75,2,2,2,Yes,1,High,Low,"Non classifiable"
No,Postcard,861.75,3,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,708.75,3,2,1,No,1,High,Low,"Non classifiable"
Yes,Postcard,1221.00,3,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,268.25,3,1,1,Yes,1,Medium,High,"Non classifiable"
No,Letter,1103.75,5,1,2,Yes,1,Low,High,"Non classifiable"
No,Letter,936.25,5,2,1,Yes,2,High,Low,"Non classifiable"
No,Letter,934.25,5,2,1,No,1,High,Low,"Non classifiable"
No,Letter,943.25,2,3,1,Yes,1,High,Low,"Non classifiable"
No,Letter,250.00,4,2,1,No,1,Medium,High,"Non classifiable"
No,Letter,1302.50,2,2,1,Yes,2,High,Low,"Non classifiable"
No,Letter,1251.50,3,2,1,No,1,High,Low,"Non classifiable"
No,Letter,327.50,3,2,2,No,2,Medium,High,"Non classifiable"
No,Letter,918.00,2,1,1,No,1,Low,High,"Non classifiable"
No,Postcard,1225.25,4,1,1,No,1,High,Low,"Non classifiable"
No,Letter,1147.50,4,3,1,No,1,High,Low,"Non classifiable"
No,Postcard,1262.50,3,1,1,No,2,Low,High,"Non classifiable"
No,Letter,1216.50,4,2,2,Yes,2,High,Low,"Non classifiable"
No,Letter,918.25,4,2,2,Yes,1,High,Low,"Non classifiable"
No,Letter,1140.25,2,1,1,No,1,High,Low,"Non classifiable"
No,Postcard,1059.50,1,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1046.50,4,2,1,No,1,High,Low,"Non classifiable"
No,Letter,972.50,4,3,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1003.75,4,1,1,No,1,High,Low,"Non classifiable"
No,Postcard,1339.25,5,3,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,742.50,4,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,929.75,4,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,311.75,3,2,1,No,1,Medium,High,"Non classifiable"
No,Postcard,959.25,4,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,961.50,1,2,1,No,2,High,Low,"Non classifiable"
No,Letter,760.50,3,2,1,No,1,Low,High,"Non classifiable"
No,Letter,1218.00,3,2,1,Yes,1,Low,High,"Non classifiable"
Yes,Postcard,279.25,4,1,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,829.25,4,1,1,No,1,Low,High,"Non classifiable"
No,Postcard,958.50,4,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,739.25,6,2,1,No,1,Low,High,"Non classifiable"
No,Postcard,1152.50,2,2,1,No,1,High,Low,"Non classifiable"
No,Postcard,681.25,3,2,2,No,1,High,Low,"Non classifiable"
No,Letter,811.25,3,3,1,Yes,1,High,Low,"Non classifiable"
No,Letter,1273.00,5,3,1,Yes,1,High,Low,"Non classifiable"
No,Letter,260.75,2,1,2,No,1,Medium,High,"Non classifiable"
No,Letter,1005.25,5,2,2,Yes,1,Low,High,"Non classifiable"
No,Letter,1296.75,3,1,1,Yes,1,High,Low,"Non classifiable"
No,Letter,862.75,6,1,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,934.00,5,3,1,No,1,High,Low,"Non classifiable"
No,Letter,1298.50,5,2,2,Yes,1,Low,High,"Non classifiable"
No,Postcard,875.75,4,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,124.25,3,2,1,No,1,High,Medium,"Non classifiable"
No,Letter,217.25,4,1,1,No,1,Medium,High,"Non classifiable"
No,Postcard,793.25,3,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,850.25,4,2,2,No,1,Low,High,"Non classifiable"
No,Letter,794.50,5,2,1,Yes,1,High,Low,"Non classifiable"
Yes,Letter,1350.75,4,3,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1020.50,4,1,1,Yes,2,High,Low,"Non classifiable"
No,Postcard,750.50,3,2,1,No,1,High,Low,"Non classifiable"
No,Letter,1118.25,5,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,991.25,4,2,1,No,1,Low,High,"Non classifiable"
No,Letter,1249.25,4,3,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,217.75,4,1,1,No,1,Medium,High,"Non classifiable"
No,Postcard,1307.75,4,3,2,No,1,Low,High,"Non classifiable"
No,Letter,958.25,3,3,1,Yes,1,High,Low,"Non classifiable"
No,Letter,173.00,3,1,1,Yes,2,Medium,High,"Non classifiable"
No,Letter,1124.25,3,3,2,No,1,Low,High,"Non classifiable"
No,Postcard,1021.25,2,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,998.75,4,2,1,Yes,2,High,Low,"Non classifiable"
No,Letter,988.00,5,4,3,Yes,1,High,Low,"Non classifiable"
No,Letter,1023.25,3,2,1,Yes,2,High,Low,"Non classifiable"
No,Letter,1061.25,2,2,1,No,1,Low,High,"Non classifiable"
No,Postcard,901.25,3,2,1,No,1,Low,High,"Non classifiable"
No,Postcard,260.50,4,2,2,No,1,High,Medium,"Non classifiable"
No,Letter,1340.25,3,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1147.50,3,1,2,Yes,2,High,Low,"Non classifiable"
Yes,Postcard,686.25,4,1,2,Yes,1,Low,High,"Non classifiable"
No,Letter,356.50,4,1,2,Yes,1,Medium,High,"Non classifiable"
No,Postcard,1092.00,1,2,1,No,1,High,Low,"Non classifiable"
No,Letter,1092.75,6,3,1,No,1,Low,High,"Non classifiable"
Yes,Postcard,1390.75,4,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,746.00,3,2,2,Yes,1,High,Low,"Non classifiable"
No,Postcard,748.00,2,1,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,993.00,4,1,1,No,1,Low,High,"Non classifiable"
No,Letter,844.75,2,1,1,No,1,High,Low,"Non classifiable"
